k,mean accuracy,mean log loss
2877,0.59160864,0.3267784
2878,0.5935362,0.3281345
2879,0.59392226,0.32843783
2880,0.59180015,0.32700157
2881,0.5904503,0.3261004
2882,0.5923823,0.32748663
2883,0.5885257,0.32485348
2884,0.5896796,0.32570112
2885,0.58929497,0.32546994
2886,0.59161156,0.32711685
2887,0.58545464,0.3228991
2888,0.57699597,0.3171057
2889,0.56869924,0.3114304
2890,0.5683132,0.31120515
2891,0.5654174,0.30923942
2892,0.56734645,0.3106116
2893,0.56580204,0.3095662
2894,0.57178813,0.31374007
2895,0.5673493,0.3107086
2896,0.57198256,0.31398955
2897,0.5714034,0.3136369
2898,0.5723672,0.31435472
2899,0.57178813,0.31400284
2900,0.57487535,0.31617302
2901,0.57410324,0.31566304
2902,0.57719195,0.31784093
2903,0.57487535,0.31626514
2904,0.58047384,0.32018632
2905,0.5769989,0.31781775
2906,0.58221126,0.32147342
2907,0.5797016,0.31978345
2908,0.58433485,0.32303116
2909,0.5845279,0.3232011
2910,0.5808599,0.32069656
2911,0.57738507,0.3183288
2912,0.57468235,0.3165018
2913,0.57082134,0.31388637
2914,0.5648368,0.30979228
2915,0.5615549,0.30756468
2916,0.56001055,0.3065278
2917,0.5596244,0.3062939
2918,0.56001055,0.30659282
2919,0.56039816,0.30689293
2920,0.5596274,0.30639797
2921,0.56233007,0.30830932
2922,0.5594357,0.3063444
2923,0.55576783,0.30383325
2924,0.5557649,0.30386513
2925,0.554412,0.30295685
2926,0.5565356,0.30445746
2927,0.5549911,0.303428
2928,0.5493913,0.29959223
2929,0.54842454,0.29893893
2930,0.5455318,0.29696962
2931,0.54765385,0.2984766
2932,0.54881215,0.29930186
2933,0.5497774,0.30000085
2934,0.54997045,0.30015168
2935,0.54842603,0.29911324
2936,0.5447581,0.2965992
2937,0.5439874,0.29609427
2938,0.5414747,0.29438016
2939,0.54494965,0.29681215
2940,0.5447566,0.2967195
2941,0.54360425,0.29595324
2942,0.55074114,0.30093879
2943,0.54881656,0.29963928
2944,0.55094016,0.3011182
2945,0.55171233,0.30167538
2946,0.5553802,0.30424243
2947,0.5538344,0.3032027
2948,0.5546095,0.3037687
2949,0.5540334,0.3033957
2950,0.55364573,0.30316725
2951,0.55364573,0.30319768
2952,0.5567227,0.3053698
2953,0.5547923,0.3040692
2954,0.5569158,0.30557707
2955,0.5569158,0.30559948
2956,0.5624817,0.30947992
2957,0.5597805,0.30763918
2958,0.55958444,0.3075624
2959,0.55804306,0.30651635
2960,0.55707926,0.30586416
2961,0.5578574,0.30643278
2962,0.5538152,0.3036542
2963,0.5528514,0.30301923
2964,0.5491908,0.30052802
2965,0.5468757,0.29897392
2966,0.54552877,0.29805303
2967,0.54322547,0.29648036
2968,0.54669297,0.29892024
2969,0.54649997,0.2987934
2970,0.55846906,0.3071139
2971,0.5565386,0.30579022
2972,0.55731076,0.3063561
2973,0.554222,0.30422807
2974,0.55557334,0.30517346
2975,0.5520984,0.30278212
2976,0.5532567,0.30360633
2977,0.5513321,0.30229068
2978,0.5488225,0.30056378
2979,0.5457337,0.29844278
2980,0.5449615,0.29792744
2981,0.54438233,0.2975612
2982,0.54380316,0.297197
2983,0.542838,0.29655856
2984,0.5441893,0.2975293
2985,0.5428379,0.29663143
2986,0.5422588,0.296259
2987,0.5405213,0.29510087
2988,0.53955615,0.2944742
2989,0.53916997,0.29424453
2990,0.5389784,0.2941583
2991,0.53878534,0.29407087
2992,0.54206276,0.29639354
2993,0.5397477,0.29483762
2994,0.5447655,0.29836828
2995,0.54264337,0.29694754
2996,0.54438084,0.2981943
2997,0.54380316,0.29784805
2998,0.54380316,0.2979079
2999,0.5422588,0.29689547
3000,0.54225874,0.29695576
3001,0.5418727,0.29674107
3002,0.54206574,0.29692715
3003,0.53994215,0.2955081
3004,0.5385908,0.2946338
3005,0.5383977,0.29455742
3006,0.5383977,0.2946115
3007,0.5382047,0.29452944
3008,0.53801167,0.29444474
3009,0.53801167,0.2944984
3010,0.5380057,0.29455373
3011,0.53761965,0.29435092
3012,0.5374266,0.2942817
3013,0.53723353,0.29420415
3014,0.5374266,0.29439607
3015,0.53781265,0.2947193
3016,0.53819877,0.29504433
3017,0.53761965,0.29470602
3018,0.5381988,0.29516992
3019,0.5370405,0.29443341
3020,0.5368534,0.29435763
3021,0.5358881,0.2937452
3022,0.5366603,0.2943349
3023,0.5351159,0.29331642
3024,0.53530896,0.2935059
3025,0.53473127,0.2931643
3026,0.5351173,0.29348746
3027,0.5351173,0.293533
3028,0.5349243,0.2934475
3029,0.53473276,0.29337317
3030,0.535698,0.29408774
3031,0.53434664,0.29319605
3032,0.5329953,0.29230443
3033,0.5328022,0.29221305
3034,0.5329953,0.29238442
3035,0.5329953,0.29242808
3036,0.53260916,0.29220265
3037,0.53260916,0.2922384
3038,0.53260916,0.29227695
3039,0.53241616,0.2921831
3040,0.5326092,0.29235917
3041,0.5326092,0.2923844
3042,0.53357446,0.29309547
3043,0.53357446,0.2931319
3044,0.5341536,0.29357663
3045,0.5339605,0.29348665
3046,0.5341536,0.29361883
3047,0.5341536,0.29365897
3048,0.5333814,0.29316574
3049,0.5333814,0.29320842
3050,0.5337675,0.2935248
3051,0.5333814,0.29330188
3052,0.5331884,0.29318526
3053,0.5331884,0.2932125
3054,0.5331884,0.29325685
3055,0.5331884,0.29326257
3056,0.5331884,0.29325396
3057,0.5328022,0.29303807
3058,0.5324162,0.2928169
3059,0.5322231,0.2927139
3060,0.53203005,0.29262352
3061,0.53203005,0.2926517
3062,0.53203005,0.29268783
3063,0.53203005,0.29272646
3064,0.53125787,0.29221517
3065,0.53125787,0.29223627
3066,0.53183705,0.29266673
3067,0.53203005,0.29283515
3068,0.531644,0.29259387
3069,0.53125787,0.29235524
3070,0.53125787,0.29238018
3071,0.53048563,0.29187408
3072,0.5304857,0.29192358
3073,0.5300996,0.29165015
3074,0.5299065,0.29151136
3075,0.5300996,0.29167125
3076,0.5299065,0.29156223
3077,0.52971345,0.29145247
3078,0.5299065,0.29161406
3079,0.5299065,0.29160747
3080,0.5304857,0.29203898
3081,0.53029263,0.29192695
3082,0.5310604,0.29247922
3083,0.5302881,0.29196247
3084,0.5304812,0.2921273
3085,0.5302881,0.2920271
3086,0.5302881,0.29204616
3087,0.5300951,0.29190663
3088,0.5304812,0.29219118
3089,0.52970904,0.29168445
3090,0.52970904,0.2917099
3091,0.52970904,0.29172692
3092,0.52970904,0.2917475
3093,0.52951604,0.29162574
3094,0.52970904,0.29177803
3095,0.52951604,0.29162437
3096,0.52951604,0.29162794
3097,0.52951604,0.2916041
3098,0.52970904,0.2916929
3099,0.52970904,0.29168054
3100,0.5299021,0.2918024
3101,0.5299021,0.2917981
3102,0.5299021,0.29179946
3103,0.5299021,0.29181197
3104,0.5300951,0.2919442
3105,0.5299021,0.29182225
3106,0.5300951,0.2919578
3107,0.5300951,0.29195696
3108,0.5304812,0.29222283
3109,0.5304812,0.29221344
3110,0.53144646,0.29287356
3111,0.5308674,0.29248354
3112,0.5308674,0.29247198
3113,0.52970904,0.2916748
3114,0.52951604,0.2915124
3115,0.52951604,0.29147664
3116,0.52951604,0.29144734
3117,0.52951604,0.29143885
3118,0.52951604,0.29142994
3119,0.52951604,0.29143077
3120,0.52951604,0.29141158
3121,0.52951604,0.2914067
3122,0.5299021,0.2916748
3123,0.5293229,0.2912559
3124,0.529709,0.29151574
3125,0.529709,0.29148555
3126,0.5300951,0.29173207
3127,0.5300951,0.29173088
3128,0.5300951,0.29173416
3129,0.5300951,0.29173392
3130,0.5304812,0.2919988
3131,0.5299021,0.29159275
3132,0.5299021,0.29158762
3133,0.5299021,0.29157308
3134,0.5300951,0.2916926
3135,0.5300951,0.2916523
3136,0.5300951,0.29159623
3137,0.5300951,0.29152477
3138,0.53144646,0.29244098
3139,0.53144646,0.29242826
3140,0.53279793,0.29334584
3141,0.5316396,0.29251304
3142,0.53241175,0.29302472
3143,0.53221875,0.29288307
3144,0.53279793,0.29325813
3145,0.5326048,0.2931186
3146,0.53299093,0.2933793
3147,0.53299093,0.29336876
3148,0.5335701,0.29375157
3149,0.5335701,0.2937352
3150,0.53492135,0.29459876
3151,0.53492135,0.29449564
3152,0.53569067,0.29500595
3153,0.53569067,0.2949844
3154,0.5358822,0.2950961
3155,0.53607523,0.2952169
3156,0.5362683,0.2953101
3157,0.5360767,0.29512817
3158,0.5360767,0.29503018
3159,0.5360767,0.29494148
3160,0.5362698,0.29498553
3161,0.5362698,0.2949408
3162,0.5362698,0.2949223
3163,0.5362698,0.29490617
3164,0.5366559,0.295155
3165,0.5366559,0.29513526
3166,0.5366559,0.29511237
3167,0.5366559,0.29508752
3168,0.5368489,0.29517362
3169,0.5368489,0.29513684
3170,0.5368489,0.2951166
3171,0.5368489,0.2950471
3172,0.5368489,0.29499602
3173,0.5368489,0.29495424
3174,0.53704196,0.29506475
3175,0.53704196,0.29504457
3176,0.53704196,0.29502895
3177,0.53704196,0.29500836
3178,0.5372351,0.29510614
3179,0.5372351,0.2950371
3180,0.5374266,0.2951098
3181,0.53723353,0.29494414
3182,0.53723353,0.29491243
3183,0.5370405,0.29474998
3184,0.5370405,0.29473406
3185,0.5370405,0.29470605
3186,0.5370405,0.2946529
3187,0.5370405,0.294598
3188,0.5374266,0.2948285
3189,0.5374266,0.29480022
3190,0.5374266,0.2947877
3191,0.5374266,0.29475418
3192,0.5374266,0.29472524
3193,0.5374266,0.2946747
3194,0.5374266,0.2946171
3195,0.5374266,0.29457515
3196,0.5374266,0.29454026
3197,0.5370404,0.294252
3198,0.53723353,0.29435235
3199,0.5370404,0.29420212
3200,0.5370404,0.29416284
3201,0.5370404,0.29411578
3202,0.53723353,0.29421467
3203,0.53723353,0.2941871
3204,0.53723353,0.29417223
3205,0.5368474,0.29389137
3206,0.5374266,0.2942752
3207,0.5374266,0.29425344
3208,0.5374266,0.29423717
3209,0.5374266,0.29419774
3210,0.5374266,0.2941687
3211,0.5374266,0.29412568
3212,0.5374266,0.29409856
3213,0.5374266,0.29404455
3214,0.5374266,0.2940187
3215,0.53723496,0.2938512
3216,0.53723496,0.29384142
3217,0.53723496,0.29382482
3218,0.53723496,0.29380694
3219,0.53723496,0.2937948
3220,0.53723496,0.29378715
3221,0.53723496,0.29377934
3222,0.53723496,0.29375285
3223,0.53723496,0.293742
3224,0.5374281,0.29385692
3225,0.53723496,0.29371724
3226,0.5374281,0.2938492
3227,0.53723496,0.2937122
3228,0.53723496,0.29368955
3229,0.53723496,0.29368436
3230,0.53723496,0.29368514
3231,0.53723496,0.2936789
3232,0.53723496,0.29367343
3233,0.53723496,0.29367703
3234,0.53723496,0.29367942
3235,0.53723496,0.29365274
3236,0.53723496,0.29361597
3237,0.53723496,0.29359552
3238,0.53723496,0.29359573
3239,0.53723496,0.29359156
3240,0.537428,0.29371488
3241,0.537428,0.29370108
3242,0.537428,0.29370624
3243,0.537428,0.2937126
3244,0.537428,0.2937156
3245,0.537428,0.2937154
3246,0.537428,0.2937117
3247,0.537428,0.2937073
3248,0.537428,0.2936992
3249,0.537428,0.2936929
3250,0.53762114,0.2938084
3251,0.53762114,0.29380208
3252,0.53781414,0.29391274
3253,0.53781414,0.29390773
3254,0.53781414,0.29389828
3255,0.53781414,0.2939011
3256,0.5380057,0.29403865
3257,0.5380057,0.29403976
3258,0.53819877,0.29417425
3259,0.5378127,0.29390895
3260,0.53819877,0.29417312
3261,0.53819877,0.29417202
3262,0.53819877,0.294173
3263,0.53819877,0.29417402
3264,0.53819877,0.2941742
3265,0.53819877,0.2941758
3266,0.53819877,0.29418477
3267,0.53819877,0.29419976
3268,0.53877795,0.29461303
3269,0.53877795,0.29462484
3270,0.53877795,0.29464847
3271,0.53877795,0.29467434
3272,0.53877795,0.29469544
3273,0.53877795,0.29471532
3274,0.53897095,0.29487044
3275,0.53897095,0.29489192
3276,0.53897095,0.2949163
3277,0.53897095,0.29493788
3278,0.53916407,0.29509163
3279,0.53916407,0.29511485
3280,0.53935707,0.2952753
3281,0.53916407,0.29517323
3282,0.5395501,0.29547292
3283,0.5395501,0.2954964
3284,0.5395501,0.2955249
3285,0.5395501,0.29555768
3286,0.5395501,0.2955827
3287,0.5395501,0.2956098
3288,0.53974324,0.29578474
3289,0.53974324,0.2958243
3290,0.53974324,0.29586616
3291,0.53974324,0.29590017
3292,0.53974324,0.295937
3293,0.53974324,0.29597723
3294,0.53974324,0.29601005
3295,0.53974324,0.29604453
3296,0.53974324,0.2960835
3297,0.53974324,0.29611534
3298,0.53974324,0.29615742
3299,0.53974324,0.29619431
3300,0.53974324,0.2962263
3301,0.53974324,0.29626167
3302,0.5401293,0.29656592
3303,0.5401293,0.29660532
3304,0.5401293,0.29665023
3305,0.5401293,0.29669142
3306,0.5401293,0.29673755
3307,0.5401293,0.2967828
3308,0.5403209,0.2969615
3309,0.5401293,0.2968776
3310,0.5403209,0.29705054
3311,0.5403209,0.29709086
3312,0.5403209,0.29714194
3313,0.5403209,0.29718733
3314,0.54051244,0.29736856
3315,0.54051244,0.29741293
3316,0.54070544,0.29759774
3317,0.54070544,0.29763997
3318,0.54070544,0.29768616
3319,0.54070544,0.29773366
3320,0.54070544,0.29778165
3321,0.54070544,0.29783207
3322,0.54070544,0.29788104
3323,0.54070544,0.29792956
3324,0.54070544,0.2979795
3325,0.54070544,0.29802608
3326,0.54070544,0.29807186
3327,0.54070544,0.29811358
3328,0.54089856,0.29828346
3329,0.54089856,0.2983274
3330,0.54089856,0.29836595
3331,0.54089856,0.29841104
3332,0.54089856,0.2984595
3333,0.54089856,0.29850462
3334,0.54109156,0.2986855
3335,0.54109156,0.2987302
3336,0.54109156,0.29876986
3337,0.54109156,0.29881197
3338,0.54109156,0.2988536
3339,0.54109156,0.2988995
3340,0.54147774,0.29920632
3341,0.54147774,0.2992425
3342,0.5424415,0.2999503
3343,0.5424415,0.29998928
3344,0.5424415,0.30002868
3345,0.5424415,0.3000676
3346,0.54263455,0.3002358
3347,0.54263455,0.30026796
3348,0.5428246,0.3004239
3349,0.5428246,0.300453
3350,0.5439784,0.30128637
3351,0.5439784,0.30131218
3352,0.54455465,0.3017354
3353,0.54455465,0.3017597
3354,0.5447463,0.30191815
3355,0.5447463,0.3019444
3356,0.5447463,0.3019749
3357,0.5447463,0.30200124
3358,0.5451323,0.3022932
3359,0.5451323,0.30232334
3360,0.54551685,0.30261463
3361,0.54551685,0.3026404
3362,0.54551685,0.3026622
3363,0.54551685,0.30268115
3364,0.54648066,0.30337137
3365,0.54648066,0.30339545
3366,0.5468668,0.30369344
3367,0.5468668,0.3037165
3368,0.5468668,0.30373773
3369,0.5468668,0.3037651
3370,0.54705983,0.3039234
3371,0.54705983,0.30394918
3372,0.5468668,0.30384448
3373,0.5468668,0.30386925
3374,0.54744595,0.30429575
3375,0.54725295,0.30418777
3376,0.5470599,0.30408365
3377,0.5470599,0.30411157
3378,0.547639,0.3045439
3379,0.547639,0.30457178
3380,0.54899037,0.3055428
3381,0.54860425,0.30531028
3382,0.54860425,0.3053442
3383,0.54899037,0.30564532
3384,0.5493764,0.30595237
3385,0.5493764,0.30599043
3386,0.5499556,0.30642977
3387,0.5497626,0.30633244
3388,0.5499556,0.30650172
3389,0.5495695,0.3062748
3390,0.5499556,0.30657798
3391,0.5497626,0.3064803
3392,0.5505348,0.30705106
3393,0.5505348,0.30708435
3394,0.5511139,0.3075208
3395,0.5511139,0.30755395
3396,0.5511139,0.30758482
3397,0.5511139,0.30761847
3398,0.55149996,0.3079211
3399,0.55092084,0.3075623
3400,0.55092084,0.3076008
3401,0.55092084,0.3076415
3402,0.55111396,0.30781126
3403,0.55092084,0.30771214
3404,0.5516931,0.30828428
3405,0.55130696,0.30805182
3406,0.55207914,0.30862346
3407,0.5516931,0.30839387
3408,0.5516931,0.30843106
3409,0.5516931,0.3084692
3410,0.5516931,0.3085067
3411,0.5516931,0.3085419
3412,0.5516931,0.30857605
3413,0.5516931,0.3086108
3414,0.55323744,0.30971938
3415,0.55323744,0.30975482
3416,0.55323744,0.30979204
3417,0.5526583,0.30942613
3418,0.5532375,0.30986306
3419,0.5532375,0.30990547
3420,0.5532375,0.30994415
3421,0.5532375,0.30998272
3422,0.55496603,0.3112193
3423,0.55361474,0.31032407
3424,0.55361474,0.31036755
3425,0.55361474,0.31040353
3426,0.55419385,0.31084567
3427,0.5540008,0.31075388
3428,0.5543869,0.31106693
3429,0.55419385,0.31097618
3430,0.55496603,0.31155103
3431,0.5545799,0.31132036
3432,0.554773,0.31149402
3433,0.5545799,0.31139913
3434,0.5545799,0.3114385
3435,0.5545799,0.31148368
3436,0.5551591,0.31192842
3437,0.554773,0.31170276
3438,0.554773,0.31174803
3439,0.5543869,0.3115242
3440,0.554773,0.31183296
3441,0.554773,0.31187862
3442,0.5553521,0.3123194
3443,0.5551591,0.31222042
3444,0.5565104,0.31319505
3445,0.55593127,0.31283826
3446,0.5568965,0.31354526
3447,0.5557383,0.31278646
3448,0.55670345,0.31350172
3449,0.5557383,0.31288236
3450,0.55651045,0.31346133
3451,0.5563174,0.3133668
3452,0.5580534,0.3146192
3453,0.55689657,0.31386298
3454,0.558634,0.31511497
3455,0.55689657,0.31395522
3456,0.5578618,0.31467384
3457,0.55689657,0.3140555
3458,0.5578618,0.31477454
3459,0.5567035,0.31402594
3460,0.55689657,0.3142102
3461,0.5567035,0.31412786
3462,0.5567035,0.31418476
3463,0.5563174,0.3139791
3464,0.5563174,0.314039
3465,0.55593127,0.31382617
3466,0.55593127,0.31387976
3467,0.55593127,0.31394085
3468,0.5561243,0.3141379
3469,0.5559313,0.31406194
3470,0.5561243,0.31426224
3471,0.5561243,0.31432217
3472,0.55689657,0.31491476
3473,0.5559328,0.31430644
3474,0.5572842,0.31530243
3475,0.556705,0.3149627
3476,0.55805635,0.3159648
3477,0.55535364,0.31415066
3478,0.5572842,0.315555
3479,0.5547775,0.3138883
3480,0.5557427,0.3146265
3481,0.5547775,0.31402564
3482,0.55632186,0.31516582
3483,0.5557427,0.31483454
3484,0.55593574,0.31503803
3485,0.5557427,0.31497532
3486,0.5565149,0.3155819
3487,0.5543913,0.31417972
3488,0.5545844,0.3143851
3489,0.55304,0.31339052
3490,0.55304,0.3134647
3491,0.55284697,0.31341186
3492,0.55304,0.31362787
3493,0.5526539,0.31344008
3494,0.5526539,0.31351608
3495,0.55227077,0.31332868
3496,0.55227077,0.3134077
3497,0.55207765,0.31335038
3498,0.5524638,0.31370178
3499,0.5524638,0.31378233
3500,0.5524638,0.3138644
3501,0.5511184,0.31301454
3502,0.5511184,0.31309614
3503,0.55015314,0.31251097
3504,0.55034614,0.3127243
3505,0.54957396,0.3122665
3506,0.549767,0.31247807
3507,0.54957396,0.31242344
3508,0.54957396,0.3124984
3509,0.5493809,0.31244105
3510,0.5493809,0.31251997
3511,0.5493809,0.31260046
3512,0.5493809,0.31267825
3513,0.5493809,0.31275442
3514,0.5493809,0.31283134
3515,0.5493809,0.31290853
3516,0.5493809,0.31298563
3517,0.5493809,0.31306025
3518,0.5493809,0.3131345
3519,0.5493809,0.31320876
3520,0.549574,0.3134131
3521,0.549574,0.31348318
3522,0.549574,0.31355545
3523,0.549574,0.31362942
3524,0.549574,0.31370512
3525,0.5491894,0.31350923
3526,0.5491894,0.31357795
3527,0.5486102,0.31324732
3528,0.5486102,0.31331632
3529,0.5486102,0.31338543
3530,0.5486102,0.3134529
3531,0.5486102,0.313526
3532,0.5486102,0.31359592
3533,0.5486102,0.31366777
3534,0.5486102,0.3137396
3535,0.5486102,0.31380916
3536,0.5486102,0.31388074
3537,0.5486102,0.31395444
3538,0.5486102,0.31403017
3539,0.54841715,0.31396618
3540,0.5482241,0.31390303
3541,0.5482241,0.31397235
3542,0.54841715,0.31418392
3543,0.54803103,0.31399086
3544,0.5482226,0.31419986
3545,0.5482226,0.31427738
3546,0.5482226,0.3143595
3547,0.5482226,0.31443703
3548,0.5482226,0.31451035
3549,0.5478365,0.31431964
3550,0.54802954,0.31453353
3551,0.5476434,0.31434518
3552,0.5476434,0.3144249
3553,0.5474504,0.3143732
3554,0.5476434,0.3145824
3555,0.5474504,0.31452847
3556,0.5474504,0.31461054
3557,0.5474504,0.31469128
3558,0.5474504,0.3147739
3559,0.5474504,0.31485522
3560,0.5474504,0.31493622
3561,0.5474504,0.3150193
3562,0.5476434,0.3152371
3563,0.54745036,0.31518388
3564,0.5476434,0.31540042
3565,0.54745036,0.31534427
3566,0.54745036,0.31542712
3567,0.5472573,0.31537342
3568,0.5472573,0.3154561
3569,0.5470643,0.31540442
3570,0.5470643,0.3154844
3571,0.5470643,0.3155641
3572,0.5472573,0.31577837
3573,0.5470643,0.31572795
3574,0.5470643,0.31580898
3575,0.54687124,0.31575757
3576,0.54687124,0.31584316
3577,0.5466797,0.31578934
3578,0.5466797,0.31586996
3579,0.54629505,0.31568456
3580,0.54629505,0.31576556
3581,0.54629505,0.31584695
3582,0.54629505,0.31593144
3583,0.54629505,0.3160141
3584,0.54629505,0.31609806
3585,0.546102,0.31604677
3586,0.546102,0.3161291
3587,0.5457159,0.31594318
3588,0.5457159,0.3160277
3589,0.54552287,0.3159773
3590,0.54552287,0.31606433
3591,0.5453298,0.31601727
3592,0.54552287,0.3162382
3593,0.54552287,0.316324
3594,0.54552287,0.31641063
3595,0.54533136,0.31636396
3596,0.54533136,0.31644958
3597,0.54552436,0.31667286
3598,0.54552436,0.31676063
3599,0.54552436,0.3168473
3600,0.54552436,0.31693712
3601,0.54552436,0.31702358
3602,0.54552436,0.3171144
3603,0.54552436,0.31720176
3604,0.54552436,0.31728905
3605,0.54533136,0.31724748
3606,0.54513824,0.31720456
3607,0.5447522,0.31702942
3608,0.54533136,0.3175228
3609,0.54513824,0.31747967
3610,0.54513824,0.31756932
3611,0.5447522,0.31739372
3612,0.54494524,0.31762055
3613,0.5445591,0.31744546
3614,0.5445591,0.31753922
3615,0.5445591,0.31763116
3616,0.5447522,0.3178562
3617,0.5445591,0.3178131
3618,0.5445591,0.31790632
3619,0.5443675,0.31786686
3620,0.5443675,0.31796077
3621,0.54417443,0.3179198
3622,0.54417443,0.31801254
3623,0.54417443,0.3181035
3624,0.54417443,0.31819445
3625,0.5435953,0.31788662
3626,0.5437883,0.31811377
3627,0.5432092,0.31780457
3628,0.5432092,0.31789184
3629,0.54301614,0.3178507
3630,0.54301614,0.3179415
3631,0.54301614,0.31803626
3632,0.54301614,0.31812653
3633,0.5428231,0.31808445
3634,0.5428231,0.3181739
3635,0.54224396,0.3178662
3636,0.5424385,0.31809637
3637,0.5420524,0.31792513
3638,0.54224396,0.3181501
3639,0.54224396,0.3182438
3640,0.54224396,0.31834278
3641,0.5414732,0.31790406
3642,0.54166627,0.31813687
3643,0.5412816,0.31796676
3644,0.5414747,0.31819516
3645,0.5410886,0.31802338
3646,0.5412817,0.31825295
3647,0.540897,0.31808442
3648,0.54128015,0.31844836
3649,0.54070544,0.31815097
3650,0.54070544,0.31824902
3651,0.54070544,0.31834686
3652,0.54070544,0.3184462
3653,0.54070544,0.3185457
3654,0.54070544,0.3186465
3655,0.5403223,0.31848246
3656,0.5403223,0.31858522
3657,0.53993624,0.31841686
3658,0.5401293,0.31865287
3659,0.53993624,0.31862572
3660,0.53993624,0.31873053
3661,0.53935707,0.31843576
3662,0.5395501,0.31867123
3663,0.5391655,0.31850776
3664,0.5391655,0.31861436
3665,0.5389724,0.31858438
3666,0.5387794,0.31855494
3667,0.5383948,0.31839067
3668,0.5385878,0.31862983
3669,0.53820324,0.31846723
3670,0.53801024,0.31843847
3671,0.53743106,0.31814128
3672,0.53762406,0.31838116
3673,0.53743106,0.31835657
3674,0.53743106,0.31846467
3675,0.537238,0.3184409
3676,0.537238,0.31854868
3677,0.537238,0.3186599
3678,0.537238,0.31877166
3679,0.5368519,0.31861717
3680,0.5370449,0.31886515
3681,0.5366589,0.31870914
3682,0.5366589,0.318824
3683,0.53646576,0.31880602
3684,0.53646576,0.31892088
3685,0.5360797,0.31876984
3686,0.5362727,0.319022
3687,0.5358866,0.3188744
3688,0.5358866,0.31899264
3689,0.5351144,0.31857178
3690,0.5351144,0.31869
3691,0.5345353,0.3184062
3692,0.5345353,0.31852347
3693,0.53434217,0.31850496
3694,0.53434217,0.31862637
3695,0.53395617,0.3184772
3696,0.53395617,0.31859732
3697,0.53395617,0.3187114
3698,0.53414917,0.31895977
3699,0.53395617,0.3189442
3700,0.53376305,0.31892425
3701,0.53376305,0.3190402
3702,0.53376305,0.31915766
3703,0.53357,0.31914264
3704,0.53357,0.31926253
3705,0.533377,0.31924266
3706,0.533377,0.31935877
3707,0.533377,0.3194773
3708,0.533377,0.31959578
3709,0.533377,0.31971523
3710,0.533377,0.31983465
3711,0.53299236,0.31968695
3712,0.53299236,0.31980452
3713,0.53299236,0.31992087
3714,0.53299236,0.32003704
3715,0.53299236,0.32015413
3716,0.53299236,0.32026732
3717,0.53299236,0.32038146
3718,0.53299236,0.32049805
3719,0.53299236,0.32061338
3720,0.5335715,0.32112962
3721,0.53299236,0.3208435
3722,0.5335715,0.3213625
3723,0.5335715,0.3214809
3724,0.53299236,0.3211932
3725,0.5327993,0.32117423
3726,0.53299236,0.32142055
3727,0.5327993,0.3213979
3728,0.5327993,0.32151046
3729,0.53260624,0.32148963
3730,0.53260624,0.3216005
3731,0.5324132,0.3215819
3732,0.53260624,0.32182902
3733,0.5324132,0.32180706
3734,0.5324132,0.32191986
3735,0.5324132,0.32203165
3736,0.5324132,0.32214338
3737,0.5324132,0.32226092
3738,0.5324132,0.32237417
3739,0.5322201,0.32235363
3740,0.5322201,0.32246864
3741,0.5320271,0.32244873
3742,0.5320271,0.32256725
3743,0.531834,0.32255253
3744,0.5320271,0.32280463
3745,0.5320271,0.32292148
3746,0.5322201,0.32316875
3747,0.5322201,0.32328522
3748,0.5322201,0.3234014
3749,0.5320271,0.32337976
3750,0.5322201,0.32362613
3751,0.5320271,0.323612
3752,0.5320271,0.323728
3753,0.5320271,0.3238418
3754,0.5322201,0.3240953
3755,0.5322201,0.32420832
3756,0.5322201,0.32432398
3757,0.5322201,0.32443857
3758,0.5322201,0.32455677
3759,0.5322201,0.32467306
3760,0.5320271,0.32466042
3761,0.531834,0.3246401
3762,0.531834,0.3247527
3763,0.531834,0.32486773
3764,0.531834,0.3249843
3765,0.531834,0.32509756
3766,0.531834,0.3252123
3767,0.531834,0.3253262
3768,0.5320271,0.325574
3769,0.5320271,0.3256877
3770,0.5320271,0.32580096
3771,0.5320271,0.3259175
3772,0.5320271,0.32602924
3773,0.5320271,0.32614422
3774,0.5320271,0.32626143
3775,0.5320271,0.32638034
3776,0.5320271,0.3264983
3777,0.5320271,0.326614
3778,0.5320271,0.32673126
3779,0.5320271,0.3268487
3780,0.5320271,0.32696828
3781,0.5320271,0.32709074
3782,0.5320271,0.32721263
3783,0.5320271,0.32733208
3784,0.5320271,0.3274557
3785,0.531834,0.32743973
3786,0.5320271,0.3276947
3787,0.531834,0.3276808
3788,0.531834,0.32780093
3789,0.531834,0.32792157
3790,0.5320271,0.32817468
3791,0.531834,0.32815912
3792,0.5324132,0.32867953
3793,0.5324132,0.32880235
3794,0.53260624,0.3290606
3795,0.53260624,0.32918438
3796,0.53260624,0.32930794
3797,0.53260624,0.3294296
3798,0.53260624,0.32954702
3799,0.53260624,0.3296661
3800,0.53260624,0.32978693
3801,0.53260624,0.3299079
3802,0.53260624,0.33002004
3803,0.53260624,0.3301417
3804,0.53260624,0.33025604
3805,0.53260624,0.33036822
3806,0.53260624,0.33048877
3807,0.5324132,0.33047315
3808,0.5324132,0.33059037
3809,0.5324132,0.33070773
3810,0.5324132,0.33082286
3811,0.5324132,0.3309384
3812,0.5324132,0.33105463
3813,0.5324132,0.33116284
3814,0.5324132,0.3312753
