k,mean accuracy,mean log loss,start time(ms),end time(ms),Elapsed time(ms)
2527,0.65301335,0.34788334,1.54402E+12,1.54402E+12,30328
2528,0.65552294,0.349636,1.54402E+12,1.54402E+12,30361
2529,0.6543647,0.34884444,1.54402E+12,1.54402E+12,30337
2530,0.6543647,0.34886363,1.54402E+12,1.54402E+12,30807
2531,0.6537856,0.34848827,1.54402E+12,1.54402E+12,30206
2532,0.6553285,0.34958628,1.54402E+12,1.54402E+12,30200
2533,0.6528203,0.34787306,1.54402E+12,1.54402E+12,30369
2534,0.6537856,0.34857577,1.54402E+12,1.54402E+12,30304
2535,0.64683574,0.34379438,1.54402E+12,1.54402E+12,30379
2536,0.64838016,0.34488097,1.54402E+12,1.54402E+12,30344
2537,0.64606357,0.34329784,1.54402E+12,1.54402E+12,30343
2538,0.6460606,0.343318,1.54402E+12,1.54402E+12,30342
2539,0.64509535,0.34266928,1.54402E+12,1.54402E+12,30353
2540,0.6456745,0.34309036,1.54402E+12,1.54402E+12,30320
2541,0.64432317,0.34218472,1.54402E+12,1.54402E+12,30305
2542,0.64624923,0.34354955,1.54402E+12,1.54402E+12,30327
2543,0.64547706,0.3430459,1.54402E+12,1.54402E+12,30314
2544,0.64605767,0.34346917,1.54402E+12,1.54402E+12,30291
2545,0.6431619,0.34149626,1.54402E+12,1.54402E+12,30330
2546,0.64412713,0.342223,1.54402E+12,1.54402E+12,30308
2547,0.6425827,0.3411796,1.54402E+12,1.54402E+12,30322
2548,0.6439341,0.3421414,1.54402E+12,1.54402E+12,30349
2549,0.64277875,0.34137315,1.54402E+12,1.54402E+12,30421
2550,0.6431648,0.34166512,1.54402E+12,1.54402E+12,30329
2551,0.64220405,0.3410228,1.54402E+12,1.54402E+12,30371
2552,0.6431678,0.34172598,1.54402E+12,1.54402E+12,30375
2553,0.6422025,0.3410938,1.54402E+12,1.54402E+12,30348
2554,0.6445177,0.34271213,1.54402E+12,1.54402E+12,30374
2555,0.64316636,0.34181735,1.54402E+12,1.54402E+12,30391
2556,0.64432466,0.34267363,1.54402E+12,1.54402E+12,30365
2557,0.6435524,0.3421803,1.54402E+12,1.54402E+12,30375
2558,0.64451766,0.34289384,1.54402E+12,1.54402E+12,30345
2559,0.64335936,0.34213033,1.54402E+12,1.54402E+12,30383
2560,0.6464482,0.34430796,1.54402E+12,1.54402E+12,30397
2561,0.64432466,0.34287828,1.54402E+12,1.54402E+12,30362
2562,0.64799106,0.34546006,1.54402E+12,1.54402E+12,30443
2563,0.6456745,0.3439016,1.54402E+12,1.54402E+12,30389
2564,0.6499127,0.34689957,1.54402E+12,1.54402E+12,30419
2565,0.64721,0.34508103,1.54402E+12,1.54402E+12,30471
2566,0.65029436,0.34725767,1.54402E+12,1.54402E+12,30415
2567,0.648943,0.3463773,1.54402E+12,1.54402E+12,30292
2568,0.6541554,0.35006148,1.54402E+12,1.54402E+12,30349
2569,0.6529971,0.3493056,1.54402E+12,1.54402E+12,30311
2570,0.65647197,0.35175517,1.54402E+12,1.54402E+12,30332
2571,0.6539668,0.35006306,1.54402E+12,1.54402E+12,30384
2572,0.65570724,0.35133806,1.54402E+12,1.54402E+12,30348
2573,0.65416276,0.35031992,1.54402E+12,1.54402E+12,30373
2574,0.65532106,0.3511779,1.54402E+12,1.54402E+12,30420
2575,0.6518462,0.3488379,1.54402E+12,1.54402E+12,30372
2576,0.6533905,0.3499664,1.54402E+12,1.54402E+12,30367
2577,0.6516532,0.34882823,1.54402E+12,1.54402E+12,30362
2578,0.6537767,0.3503596,1.54402E+12,1.54402E+12,30350
2579,0.6508824,0.34842056,1.54402E+12,1.54402E+12,30368
2580,0.65339214,0.3502193,1.54402E+12,1.54402E+12,30362
2581,0.64953107,0.34759265,1.54402E+12,1.54402E+12,30462
2582,0.65030324,0.3482005,1.54402E+12,1.54402E+12,30433
2583,0.6477936,0.34653255,1.54402E+12,1.54402E+12,30422
2584,0.64914495,0.34754574,1.54402E+12,1.54402E+12,30421
2585,0.64528394,0.34493715,1.54402E+12,1.54402E+12,30456
2586,0.6472144,0.34635168,1.54402E+12,1.54402E+12,30392
2587,0.6468283,0.34616408,1.54402E+12,1.54402E+12,30437
2588,0.6502914,0.34863466,1.54402E+12,1.54402E+12,30424
2589,0.6473957,0.3466978,1.54402E+12,1.54402E+12,30485
2590,0.6475887,0.34689528,1.54402E+12,1.54402E+12,30456
2591,0.6460443,0.345886,1.54402E+12,1.54402E+12,30415
2592,0.64700955,0.3466206,1.54402E+12,1.54402E+12,30479
2593,0.6456582,0.34575287,1.54402E+12,1.54402E+12,30416
2594,0.6460444,0.34608054,1.54402E+12,1.54402E+12,30761
2595,0.64527214,0.34561187,1.54402E+12,1.54402E+12,30650
2596,0.6499053,0.3488803,1.54402E+12,1.54402E+12,30442
2597,0.648747,0.34813988,1.54402E+12,1.54402E+12,30495
2598,0.6539594,0.35181814,1.54402E+12,1.54402E+12,30459
2599,0.65376633,0.35174602,1.54402E+12,1.54402E+12,30468
2600,0.65357184,0.3516766,1.54402E+12,1.54402E+12,30435
2601,0.6520274,0.3506829,1.54402E+12,1.54402E+12,30510
2602,0.65086913,0.34995347,1.54402E+12,1.54402E+12,30496
2603,0.6497108,0.34923097,1.54402E+12,1.54402E+12,30452
2604,0.6514483,0.3505197,1.54402E+12,1.54402E+12,30488
2605,0.6504831,0.3499334,1.54402E+12,1.54402E+12,30491
2606,0.6508692,0.35028368,1.54402E+12,1.54402E+12,30495
2607,0.65029144,0.34996912,1.54402E+12,1.54402E+12,30501
2608,0.65067613,0.35032547,1.54402E+12,1.54402E+12,30471
2609,0.65048444,0.35027045,1.54402E+12,1.54402E+12,30430
2610,0.6522205,0.35154712,1.54402E+12,1.54402E+12,30435
2611,0.65087205,0.35068455,1.54402E+12,1.54402E+12,30394
2612,0.6531887,0.3523653,1.54402E+12,1.54402E+12,30430
2613,0.6531887,0.3524433,1.54402E+12,1.54402E+12,30396
2614,0.6558914,0.35441646,1.54402E+12,1.54402E+12,30362
2615,0.6549261,0.353832,1.54402E+12,1.54402E+12,30410
2616,0.6551191,0.3540479,1.54402E+12,1.54402E+12,30434
2617,0.6541554,0.35347065,1.54402E+12,1.54402E+12,30442
2618,0.6537693,0.35327575,1.54402E+12,1.54402E+12,30468
2619,0.6524179,0.3524239,1.54402E+12,1.54402E+12,30434
2620,0.65319014,0.3530341,1.54402E+12,1.54402E+12,30441
2621,0.6516472,0.35203856,1.54402E+12,1.54402E+12,30520
2622,0.6524164,0.35265428,1.54402E+12,1.54402E+12,30512
2623,0.65067893,0.35155788,1.54402E+12,1.54402E+12,30515
2624,0.65087205,0.3517634,1.54402E+12,1.54402E+12,30492
2625,0.6502929,0.3514448,1.54402E+12,1.54402E+12,30528
2626,0.6493291,0.3508774,1.54402E+12,1.54402E+12,30812
2627,0.64894307,0.35068136,1.54402E+12,1.54402E+12,30609
2628,0.6493291,0.35103607,1.54402E+12,1.54402E+12,30537
2629,0.6483639,0.35045445,1.54402E+12,1.54402E+12,30544
2630,0.64874995,0.35078707,1.54402E+12,1.54402E+12,30544
2631,0.64797777,0.350315,1.54402E+12,1.54402E+12,30572
2632,0.6483639,0.35066706,1.54402E+12,1.54402E+12,30534
2633,0.6472071,0.34992415,1.54402E+12,1.54402E+12,30557
2634,0.64913905,0.35133085,1.54402E+12,1.54402E+12,30432
2635,0.64817375,0.35074392,1.54402E+12,1.54402E+12,30446
2636,0.648753,0.35121077,1.54402E+12,1.54402E+12,30445
2637,0.6479808,0.35074845,1.54402E+12,1.54402E+12,30451
2638,0.6483668,0.35109013,1.54402E+12,1.54402E+12,30450
2639,0.64701545,0.3502273,1.54402E+12,1.54402E+12,30457
2640,0.6477877,0.3508342,1.54402E+12,1.54402E+12,30817
2641,0.64682245,0.3502478,1.54402E+12,1.54402E+12,30544
2642,0.64624333,0.34993106,1.54402E+12,1.54402E+12,30427
2643,0.6458572,0.34972933,1.54402E+12,1.54402E+12,30496
2644,0.64643633,0.35021287,1.54402E+12,1.54402E+12,30507
2645,0.6452781,0.34950924,1.54402E+12,1.54402E+12,30560
2646,0.64547116,0.34972182,1.54402E+12,1.54402E+12,30471
2647,0.644892,0.3494185,1.54402E+12,1.54402E+12,30488
2648,0.6454681,0.34988457,1.54402E+12,1.54402E+12,30511
2649,0.64411676,0.34903044,1.54402E+12,1.54402E+12,30501
2650,0.6443113,0.34922588,1.54402E+12,1.54402E+12,30517
2651,0.64353913,0.34876344,1.54402E+12,1.54402E+12,30520
2652,0.64353913,0.34883356,1.54402E+12,1.54402E+12,30521
2653,0.643153,0.3486119,1.54402E+12,1.54402E+12,30502
2654,0.64276695,0.34839502,1.54402E+12,1.54402E+12,30445
2655,0.64238083,0.34818298,1.54402E+12,1.54402E+12,30500
2656,0.64238226,0.3482588,1.54402E+12,1.54402E+12,30454
2657,0.6419962,0.34803456,1.54402E+12,1.54402E+12,30509
2658,0.6419962,0.34811586,1.54402E+12,1.54402E+12,30523
2659,0.64083785,0.34739777,1.54402E+12,1.54402E+12,31037
2660,0.6408438,0.34747443,1.54402E+12,1.54402E+12,30506
2661,0.64026463,0.3471499,1.54402E+12,1.54402E+12,30492
2662,0.63949245,0.34669942,1.54402E+12,1.54402E+12,30502
2663,0.63891476,0.34637108,1.54402E+12,1.54402E+12,30531
2664,0.63891476,0.34645194,1.54402E+12,1.54402E+12,30487
2665,0.63833714,0.34614563,1.54402E+12,1.54402E+12,30546
2666,0.6381441,0.34608215,1.54402E+12,1.54402E+12,30472
2667,0.6373749,0.34562483,1.54402E+12,1.54402E+12,30555
2668,0.6366026,0.34516695,1.54402E+12,1.54402E+12,30516
2669,0.6354473,0.34440288,1.54402E+12,1.54402E+12,30462
2670,0.63602495,0.3448636,1.54402E+12,1.54402E+12,30535
2671,0.6339059,0.34345552,1.54402E+12,1.54403E+12,30500
2672,0.6339073,0.3434957,1.54403E+12,1.54403E+12,30508
2673,0.6337143,0.3433722,1.54403E+12,1.54403E+12,30527
2674,0.6339073,0.34357247,1.54403E+12,1.54403E+12,30505
2675,0.6337143,0.34349805,1.54403E+12,1.54403E+12,30495
2676,0.63371426,0.3435747,1.54403E+12,1.54403E+12,30531
2677,0.632749,0.34296897,1.54403E+12,1.54403E+12,30524
2678,0.6331351,0.3433342,1.54403E+12,1.54403E+12,30722
2679,0.6317838,0.34247312,1.54403E+12,1.54403E+12,30509
2680,0.63216984,0.34282956,1.54403E+12,1.54403E+12,30538
2681,0.6317837,0.34266436,1.54403E+12,1.54403E+12,30623
2682,0.6312046,0.3423509,1.54403E+12,1.54403E+12,30610
2683,0.63023937,0.34178346,1.54403E+12,1.54403E+12,30552
2684,0.63023937,0.34185538,1.54403E+12,1.54403E+12,30531
2685,0.6292741,0.34129548,1.54403E+12,1.54403E+12,30559
2686,0.6292741,0.34140354,1.54403E+12,1.54403E+12,30507
2687,0.6290811,0.34137756,1.54403E+12,1.54403E+12,30527
2688,0.628695,0.3412197,1.54403E+12,1.54403E+12,30537
2689,0.6279228,0.34078813,1.54403E+12,1.54403E+12,30526
2690,0.6281158,0.34103268,1.54403E+12,1.54403E+12,30517
2691,0.6265729,0.34007087,1.54403E+12,1.54403E+12,30510
2692,0.6256091,0.33949625,1.54403E+12,1.54403E+12,30560
2693,0.6246439,0.33893722,1.54403E+12,1.54403E+12,30582
2694,0.6236786,0.3383643,1.54403E+12,1.54403E+12,30543
2695,0.62310094,0.33805686,1.54403E+12,1.54403E+12,30519
2696,0.6229094,0.3380211,1.54403E+12,1.54403E+12,30572
2697,0.6221372,0.337603,1.54403E+12,1.54403E+12,30530
2698,0.62252325,0.33797905,1.54403E+12,1.54403E+12,30538
2699,0.6219441,0.33767986,1.54403E+12,1.54403E+12,30709
2700,0.62194556,0.3377755,1.54403E+12,1.54403E+12,30650
2701,0.62175256,0.33774146,1.54403E+12,1.54403E+12,30655
2702,0.62194556,0.3379786,1.54403E+12,1.54403E+12,30661
2703,0.6213679,0.3376773,1.54403E+12,1.54403E+12,30598
2704,0.6213679,0.33777365,1.54403E+12,1.54403E+12,30594
2705,0.62079024,0.3374754,1.54403E+12,1.54403E+12,30575
2706,0.62098324,0.3377069,1.54403E+12,1.54403E+12,30561
2707,0.61963195,0.3368605,1.54403E+12,1.54403E+12,30647
2708,0.61963195,0.33696076,1.54403E+12,1.54403E+12,30673
2709,0.617899,0.33585185,1.54403E+12,1.54403E+12,30615
2710,0.61809206,0.3360632,1.54403E+12,1.54403E+12,30622
2711,0.61751425,0.33575636,1.54403E+12,1.54403E+12,30549
2712,0.6175143,0.33584818,1.54403E+12,1.54403E+12,30533
2713,0.61712825,0.3356841,1.54403E+12,1.54403E+12,30559
2714,0.61712825,0.33577383,1.54403E+12,1.54403E+12,30571
2715,0.616356,0.33533138,1.54403E+12,1.54403E+12,30544
2716,0.616549,0.3355677,1.54403E+12,1.54403E+12,30550
2717,0.61558676,0.3350028,1.54403E+12,1.54403E+12,30543
2718,0.6155883,0.3351072,1.54403E+12,1.54403E+12,30562
2719,0.6148175,0.3346814,1.54403E+12,1.54403E+12,30572
2720,0.61462605,0.3346508,1.54403E+12,1.54403E+12,30588
2721,0.6140469,0.3343368,1.54403E+12,1.54403E+12,30585
2722,0.6134677,0.33402246,1.54403E+12,1.54403E+12,30547
2723,0.61230934,0.3333122,1.54403E+12,1.54403E+12,30758
2724,0.61211634,0.3332595,1.54403E+12,1.54403E+12,30489
2725,0.61134416,0.33281368,1.54403E+12,1.54403E+12,30501
2726,0.6111511,0.33275253,1.54403E+12,1.54403E+12,30536
2727,0.6098056,0.33189458,1.54403E+12,1.54403E+12,30486
2728,0.60903347,0.3314399,1.54403E+12,1.54403E+12,30513
2729,0.6078751,0.3307173,1.54403E+12,1.54403E+12,31158
2730,0.6078737,0.3307948,1.54403E+12,1.54403E+12,30662
2731,0.6072945,0.33047685,1.54403E+12,1.54403E+12,30713
2732,0.6072945,0.33055285,1.54403E+12,1.54403E+12,30688
2733,0.6063293,0.32998008,1.54403E+12,1.54403E+12,30664
2734,0.60613626,0.32992515,1.54403E+12,1.54403E+12,30744
2735,0.6042057,0.32867008,1.54403E+12,1.54403E+12,30718
2736,0.6036266,0.32834926,1.54403E+12,1.54403E+12,30697
2737,0.6034335,0.3282826,1.54403E+12,1.54403E+12,30700
2738,0.6043987,0.32904187,1.54403E+12,1.54403E+12,30686
2739,0.60266125,0.3279227,1.54403E+12,1.54403E+12,30664
2740,0.6018891,0.32745057,1.54403E+12,1.54403E+12,30723
2741,0.5999601,0.32618427,1.54403E+12,1.54403E+12,30728
2742,0.5997656,0.32614288,1.54403E+12,1.54403E+12,30735
2743,0.5993794,0.325972,1.54403E+12,1.54403E+12,30866
2744,0.5997626,0.32632232,1.54403E+12,1.54403E+12,30743
2745,0.59744596,0.3248058,1.54403E+12,1.54403E+12,30963
2746,0.5966752,0.32437122,1.54403E+12,1.54403E+12,30644
2747,0.5951308,0.32339647,1.54403E+12,1.54403E+12,30686
2748,0.5968682,0.32469177,1.54403E+12,1.54403E+12,30664
2749,0.5966752,0.3246411,1.54403E+12,1.54403E+12,30647
2750,0.5970613,0.3250042,1.54403E+12,1.54403E+12,30651
2751,0.5970613,0.32510892,1.54403E+12,1.54403E+12,30690
2752,0.5964807,0.3247834,1.54403E+12,1.54403E+12,30690
2753,0.5957085,0.32431915,1.54403E+12,1.54403E+12,30669
2754,0.5962876,0.32479042,1.54403E+12,1.54403E+12,30667
2755,0.59570855,0.32446274,1.54403E+12,1.54403E+12,30681
2756,0.59628475,0.3249374,1.54403E+12,1.54403E+12,30678
2757,0.59589857,0.32475588,1.54403E+12,1.54403E+12,30706
2758,0.5970569,0.3256759,1.54403E+12,1.54403E+12,30957
2759,0.59667075,0.32551545,1.54403E+12,1.54403E+12,30964
2760,0.5970569,0.3258641,1.54403E+12,1.54403E+12,30673
2761,0.59647775,0.32555243,1.54403E+12,1.54403E+12,30643
2762,0.5974385,0.32629386,1.54403E+12,1.54403E+12,30611
2763,0.59763163,0.32649785,1.54403E+12,1.54403E+12,30688
2764,0.5974385,0.32645884,1.54403E+12,1.54403E+12,30637
2765,0.5974385,0.3265061,1.54403E+12,1.54403E+12,30678
2766,0.5972455,0.32643488,1.54403E+12,1.54403E+12,30643
2767,0.59763163,0.32675767,1.54403E+12,1.54403E+12,30640
2768,0.5991761,0.32789364,1.54403E+12,1.54403E+12,30670
2769,0.59975517,0.32837135,1.54403E+12,1.54403E+12,30673
2770,0.59936917,0.3281871,1.54403E+12,1.54403E+12,30692
2771,0.6011065,0.32947618,1.54403E+12,1.54403E+12,30636
2772,0.6011065,0.32954162,1.54403E+12,1.54403E+12,30682
2773,0.6014927,0.32989416,1.54403E+12,1.54403E+12,30667
2774,0.6020719,0.3303748,1.54403E+12,1.54403E+12,30669
2775,0.6022649,0.33056742,1.54403E+12,1.54403E+12,30701
2776,0.6024579,0.33076996,1.54403E+12,1.54403E+12,30745
2777,0.6022649,0.3307202,1.54403E+12,1.54403E+12,30758
2778,0.6034231,0.3316114,1.54403E+12,1.54403E+12,30743
2779,0.60303706,0.3313964,1.54403E+12,1.54403E+12,30774
2780,0.60361624,0.33181912,1.54403E+12,1.54403E+12,30775
2781,0.60303706,0.3314551,1.54403E+12,1.54403E+12,30762
2782,0.6036162,0.33192474,1.54403E+12,1.54403E+12,30770
2783,0.602844,0.3314577,1.54403E+12,1.54403E+12,30795
2784,0.60400236,0.3323344,1.54403E+12,1.54403E+12,30818
2785,0.60187876,0.3309412,1.54403E+12,1.54403E+12,30810
2786,0.6028425,0.3316483,1.54403E+12,1.54403E+12,30790
2787,0.59569675,0.3267297,1.54403E+12,1.54403E+12,30804
2788,0.5956908,0.32676983,1.54403E+12,1.54403E+12,30697
2789,0.5966516,0.32749835,1.54403E+12,1.54403E+12,30685
2790,0.5970333,0.3278306,1.54403E+12,1.54403E+12,30682
2791,0.6014557,0.33097905,1.54403E+12,1.54403E+12,30660
2792,0.5978085,0.3285008,1.54403E+12,1.54403E+12,30924
2793,0.5999156,0.33001798,1.54403E+12,1.54403E+12,31065
2794,0.59779954,0.32859984,1.54403E+12,1.54403E+12,30810
2795,0.5995266,0.32984644,1.54403E+12,1.54403E+12,30773
2796,0.5985658,0.32921088,1.54403E+12,1.54403E+12,30807
2797,0.59971964,0.3300689,1.54403E+12,1.54403E+12,30760
2798,0.5979896,0.32891342,1.54403E+12,1.54403E+12,30780
2799,0.6014571,0.33137485,1.54403E+12,1.54403E+12,30720
2800,0.6016502,0.33156794,1.54403E+12,1.54403E+12,30710
2801,0.6016472,0.33163685,1.54403E+12,1.54403E+12,30818
2802,0.60242087,0.33223614,1.54403E+12,1.54403E+12,30734
2803,0.5999053,0.33055142,1.54403E+12,1.54403E+12,30726
2804,0.5999053,0.33060628,1.54403E+12,1.54403E+12,30737
2805,0.59741783,0.32893306,1.54403E+12,1.54403E+12,30727
2806,0.59605914,0.32802963,1.54403E+12,1.54403E+12,30694
2807,0.59896225,0.33006987,1.54403E+12,1.54403E+12,30733
2808,0.5989623,0.33009273,1.54403E+12,1.54403E+12,30827
2809,0.60204965,0.33226952,1.54403E+12,1.54403E+12,30786
2810,0.6024357,0.3325744,1.54403E+12,1.54403E+12,30759
2811,0.60281736,0.33289665,1.54403E+12,1.54403E+12,30741
2812,0.6020437,0.33242863,1.54403E+12,1.54403E+12,30721
2813,0.5945177,0.3272703,1.54403E+12,1.54403E+12,30693
2814,0.59276986,0.32609874,1.54403E+12,1.54403E+12,30698
2815,0.5823481,0.3189163,1.54403E+12,1.54403E+12,30704
2816,0.58291095,0.31933945,1.54403E+12,1.54403E+12,30723
2817,0.5821388,0.31882235,1.54403E+12,1.54403E+12,30605
2818,0.58001524,0.31738225,1.54403E+12,1.54403E+12,30583
2819,0.5780892,0.31607616,1.54403E+12,1.54403E+12,30619
2820,0.57692796,0.3152967,1.54403E+12,1.54403E+12,30652
2821,0.577314,0.31558478,1.54403E+12,1.54403E+12,30596
2822,0.57615715,0.31478676,1.54403E+12,1.54403E+12,30615
2823,0.57654184,0.31507674,1.54403E+12,1.54403E+12,30590
2824,0.57576966,0.3145594,1.54403E+12,1.54403E+12,30620
2825,0.5751904,0.3141742,1.54403E+12,1.54403E+12,30602
2826,0.57364905,0.3131322,1.54403E+12,1.54403E+12,30728
2827,0.574038,0.31343406,1.54403E+12,1.54403E+12,30797
2828,0.5750048,0.31414092,1.54403E+12,1.54403E+12,30649
2829,0.5755825,0.3145687,1.54403E+12,1.54403E+12,30747
2830,0.57654774,0.31525943,1.54403E+12,1.54403E+12,30707
2831,0.57442564,0.3138232,1.54403E+12,1.54403E+12,30734
2832,0.57577693,0.31482142,1.54403E+12,1.54403E+12,30747
2833,0.5761631,0.31514066,1.54403E+12,1.54403E+12,30705
2834,0.5759745,0.3150404,1.54403E+12,1.54403E+12,30704
2835,0.5767467,0.31558704,1.54403E+12,1.54403E+12,30754
2836,0.5773288,0.31600222,1.54403E+12,1.54403E+12,30764
2837,0.57541466,0.31467813,1.54403E+12,1.54403E+12,30753
2838,0.5729197,0.31294674,1.54403E+12,1.54403E+12,30756
2839,0.5686785,0.31002364,1.54403E+12,1.54403E+12,30744
2840,0.56713855,0.30895478,1.54403E+12,1.54403E+12,30771
2841,0.5646348,0.30720204,1.54403E+12,1.54403E+12,30748
2842,0.56656826,0.30851537,1.54403E+12,1.54403E+12,30739
2843,0.56637824,0.30838734,1.54403E+12,1.54403E+12,30778
2844,0.5675365,0.30917686,1.54403E+12,1.54403E+12,30767
2845,0.56811565,0.30958644,1.54403E+12,1.54403E+12,30758
2846,0.5702392,0.31108803,1.54403E+12,1.54403E+12,30758
2847,0.5688878,0.31020695,1.54403E+12,1.54403E+12,30750
2848,0.56927544,0.3105214,1.54403E+12,1.54403E+12,30745
2849,0.5692769,0.31053415,1.54403E+12,1.54403E+12,30744
2850,0.57081985,0.31163207,1.54403E+12,1.54403E+12,30755
2851,0.569663,0.31086192,1.54403E+12,1.54403E+12,30732
2852,0.5686978,0.3102223,1.54403E+12,1.54403E+12,30748
2853,0.56811863,0.30984497,1.54403E+12,1.54403E+12,30773
2854,0.5710159,0.31189096,1.54403E+12,1.54403E+12,30748
2855,0.5665757,0.3088488,1.54403E+12,1.54403E+12,30748
2856,0.57082283,0.31181154,1.54403E+12,1.54403E+12,31158
2857,0.5667702,0.30903038,1.54403E+12,1.54403E+12,30837
2858,0.5659965,0.30851182,1.54403E+12,1.54403E+12,30673
2859,0.5632938,0.30663356,1.54403E+12,1.54403E+12,30637
2860,0.5671504,0.30932754,1.54403E+12,1.54403E+12,30859
2861,0.5665757,0.30895656,1.54403E+12,1.54403E+12,30906
2862,0.5687007,0.31045943,1.54403E+12,1.54403E+12,30907
2863,0.5685077,0.31035596,1.54403E+12,1.54403E+12,30760
2864,0.5694655,0.3110568,1.54403E+12,1.54403E+12,30745
2865,0.5698517,0.31135893,1.54403E+12,1.54403E+12,30767
2866,0.5723524,0.31310117,1.54403E+12,1.54403E+12,30734
2867,0.57254547,0.31323797,1.54403E+12,1.54403E+12,30712
2868,0.5750551,0.31498653,1.54403E+12,1.54403E+12,30761
2869,0.5762134,0.3157935,1.54403E+12,1.54403E+12,30766
2870,0.5864096,0.32287246,1.54403E+12,1.54403E+12,30747
2871,0.58718175,0.32341272,1.54403E+12,1.54403E+12,30784
2872,0.5902647,0.32556564,1.54403E+12,1.54403E+12,30782
2873,0.5887217,0.32452944,1.54403E+12,1.54403E+12,30758
2874,0.59199613,0.32686463,1.54403E+12,1.54403E+12,30779
2875,0.5921892,0.32706955,1.54403E+12,1.54403E+12,30782
2876,0.5914141,0.32659513,1.54403E+12,1.54403E+12,30780
2877,0.59160864,0.3267784,1.54403E+12,1.54403E+12,30753
2878,0.5935362,0.3281345,1.54403E+12,1.54403E+12,30795
2879,0.59392226,0.32843783,1.54403E+12,1.54403E+12,30802
2880,0.59180015,0.32700157,1.54403E+12,1.54403E+12,30733
2881,0.5904503,0.3261004,1.54403E+12,1.54403E+12,30785
2882,0.5923823,0.32748663,1.54403E+12,1.54403E+12,30783
2883,0.5885257,0.32485348,1.54403E+12,1.54403E+12,30793
2884,0.5896796,0.32570112,1.54403E+12,1.54403E+12,30783
2885,0.58929497,0.32546994,1.54403E+12,1.54403E+12,31108
2886,0.59161156,0.32711685,1.54403E+12,1.54403E+12,30743
2887,0.58545464,0.3228991,1.54403E+12,1.54403E+12,30751
2888,0.57699597,0.3171057,1.54403E+12,1.54403E+12,30760
2889,0.56869924,0.3114304,1.54403E+12,1.54403E+12,30800
2890,0.5683132,0.31120515,1.54403E+12,1.54403E+12,30797
2891,0.5654174,0.30923942,1.54403E+12,1.54403E+12,30799
2892,0.56734645,0.3106116,1.54403E+12,1.54403E+12,30817
2893,0.56580204,0.3095662,1.54403E+12,1.54403E+12,30795
2894,0.57178813,0.31374007,1.54403E+12,1.54403E+12,30811
2895,0.5673493,0.3107086,1.54403E+12,1.54403E+12,30791
2896,0.57198256,0.31398955,1.54403E+12,1.54403E+12,30779
2897,0.5714034,0.3136369,1.54403E+12,1.54403E+12,30826
2898,0.5723672,0.31435472,1.54403E+12,1.54403E+12,30796
2899,0.57178813,0.31400284,1.54403E+12,1.54403E+12,30813
2900,0.57487535,0.31617302,1.54403E+12,1.54403E+12,30783
2901,0.57410324,0.31566304,1.54403E+12,1.54403E+12,30783
2902,0.57719195,0.31784093,1.54403E+12,1.54403E+12,30688
2903,0.57487535,0.31626514,1.54403E+12,1.54403E+12,30649
2904,0.58047384,0.32018632,1.54403E+12,1.54403E+12,30650
2905,0.5769989,0.31781775,1.54403E+12,1.54403E+12,30671
2906,0.58221126,0.32147342,1.54403E+12,1.54403E+12,30667
2907,0.5797016,0.31978345,1.54403E+12,1.54403E+12,30651
2908,0.58433485,0.32303116,1.54403E+12,1.54403E+12,30671
2909,0.5845279,0.3232011,1.54403E+12,1.54403E+12,30658
2910,0.5808599,0.32069656,1.54403E+12,1.54403E+12,30647
2911,0.57738507,0.3183288,1.54403E+12,1.54403E+12,30667
2912,0.57468235,0.3165018,1.54403E+12,1.54403E+12,30650
2913,0.57082134,0.31388637,1.54403E+12,1.54403E+12,30635
2914,0.5648368,0.30979228,1.54403E+12,1.54403E+12,30707
2915,0.5615549,0.30756468,1.54403E+12,1.54403E+12,30737
2916,0.56001055,0.3065278,1.54403E+12,1.54403E+12,30733
2917,0.5596244,0.3062939,1.54403E+12,1.54403E+12,30863
2918,0.56001055,0.30659282,1.54403E+12,1.54403E+12,30797
2919,0.56039816,0.30689293,1.54403E+12,1.54403E+12,30809
2920,0.5596274,0.30639797,1.54403E+12,1.54403E+12,31217
2921,0.56233007,0.30830932,1.54403E+12,1.54403E+12,30988
2922,0.5594357,0.3063444,1.54403E+12,1.54403E+12,30825
2923,0.55576783,0.30383325,1.54403E+12,1.54403E+12,30824
2924,0.5557649,0.30386513,1.54403E+12,1.54403E+12,30806
2925,0.554412,0.30295685,1.54403E+12,1.54403E+12,30678
2926,0.5565356,0.30445746,1.54403E+12,1.54403E+12,30706
2927,0.5549911,0.303428,1.54403E+12,1.54403E+12,30746
2928,0.5493913,0.29959223,1.54403E+12,1.54403E+12,30702
2929,0.54842454,0.29893893,1.54403E+12,1.54403E+12,30708
2930,0.5455318,0.29696962,1.54403E+12,1.54403E+12,30724
2931,0.54765385,0.2984766,1.54403E+12,1.54403E+12,30687
2932,0.54881215,0.29930186,1.54403E+12,1.54403E+12,30699
2933,0.5497774,0.30000085,1.54403E+12,1.54403E+12,30780
2934,0.54997045,0.30015168,1.54403E+12,1.54403E+12,30699
2935,0.54842603,0.29911324,1.54403E+12,1.54403E+12,30700
2936,0.5447581,0.2965992,1.54403E+12,1.54403E+12,30684
2937,0.5439874,0.29609427,1.54403E+12,1.54403E+12,30718
