k,mean accuracy,mean log loss,start time(ms),end time(ms),Elapsed time(ms)
448,0.9386543,0.080311134,1.54E+12,1.54E+12,170659
449,0.9386543,0.08038751,1.54E+12,1.54E+12,168872
450,0.9386543,0.08043587,1.54E+12,1.54E+12,161496
451,0.9386543,0.08048865,1.54E+12,1.54E+12,164174
452,0.9386543,0.08053961,1.54E+12,1.54E+12,160442
453,0.9386543,0.08058697,1.54E+12,1.54E+12,161036
454,0.9386543,0.080637924,1.54E+12,1.54E+12,168908
455,0.9386543,0.0806842,1.54E+12,1.54E+12,175112
456,0.9388474,0.08086963,1.54E+12,1.54E+12,173777
457,0.9388474,0.08091919,1.54E+12,1.54E+12,162994
458,0.9388474,0.08097015,1.54E+12,1.54E+12,165802
459,0.9388474,0.081017576,1.54E+12,1.54E+12,164300
460,0.9388474,0.08106674,1.54E+12,1.54E+12,166100
461,0.9388474,0.08111706,1.54E+12,1.54E+12,165550
462,0.9388474,0.08117257,1.54E+12,1.54E+12,167515
463,0.9388474,0.081220224,1.54E+12,1.54E+12,165020
464,0.9388474,0.081265904,1.54E+12,1.54E+12,166090
465,0.9392335,0.08163138,1.54E+12,1.54E+12,171228
466,0.9392335,0.0816757,1.54E+12,1.54E+12,166036
467,0.9390405,0.081587106,1.54E+12,1.54E+12,167690
468,0.9390405,0.08163745,1.54E+12,1.54E+12,165518
469,0.9392335,0.081823066,1.54E+12,1.54E+12,169582
470,0.9392335,0.08186902,1.54E+12,1.54E+12,178646
471,0.9392335,0.0819533,1.54E+12,1.54E+12,179770
472,0.9392335,0.082002826,1.54E+12,1.54E+12,180687
473,0.9392335,0.08205189,1.54E+12,1.54E+12,180556
474,0.9392335,0.08210187,1.54E+12,1.54E+12,171208
475,0.9392335,0.08213472,1.54E+12,1.54E+12,169592
476,0.9392335,0.08220397,1.54E+12,1.54E+12,170477
477,0.9392335,0.08225521,1.54E+12,1.54E+12,170714
478,0.9392335,0.08230533,1.54E+12,1.54E+12,170846
479,0.9392335,0.08236083,1.54E+12,1.54E+12,169350
480,0.93942654,0.08255251,1.54E+12,1.54E+12,171917
481,0.9392335,0.08249222,1.54E+12,1.54E+12,173395
482,0.93942654,0.08267362,1.54E+12,1.54E+12,172602
483,0.93942654,0.08271561,1.54E+12,1.54E+12,174976
484,0.93942654,0.08276056,1.54E+12,1.54E+12,172239
485,0.93942654,0.08281117,1.54E+12,1.54E+12,172421
486,0.93942654,0.08286817,1.54E+12,1.54E+12,180816
487,0.93942654,0.08292325,1.54E+12,1.54E+12,173712
488,0.9392335,0.08283861,1.54E+12,1.54E+12,175367
489,0.93942654,0.08303191,1.54E+12,1.54E+12,178386
490,0.9392335,0.08295193,1.54E+12,1.54E+12,178455
491,0.9392335,0.08298883,1.54E+12,1.54E+12,184144
492,0.9392335,0.08302683,1.54E+12,1.54E+12,185884
493,0.9392335,0.083084494,1.54E+12,1.54E+12,188389
494,0.9392335,0.083152905,1.54E+12,1.54E+12,189623
495,0.9392335,0.08322017,1.54E+12,1.54E+12,191743
496,0.9392335,0.08325209,1.54E+12,1.54E+12,199013
497,0.9392335,0.08332496,1.54E+12,1.54E+12,200716
498,0.9392335,0.08338241,1.54E+12,1.54E+12,204859
499,0.9392335,0.08344692,1.54E+12,1.54E+12,203912
500,0.9392335,0.083517276,1.54E+12,1.54E+12,203472
501,0.9392335,0.0835951,1.54E+12,1.54E+12,203554
502,0.9392335,0.083676286,1.54E+12,1.54E+12,212408
503,0.9392335,0.08371459,1.54E+12,1.54E+12,215003
504,0.9392335,0.08379865,1.54E+12,1.54E+12,215523
505,0.9392335,0.08389138,1.54E+12,1.54E+12,220112
506,0.9392335,0.083947085,1.54E+12,1.54E+12,215691
507,0.9392335,0.08400214,1.54E+12,1.54E+12,218841
508,0.9392335,0.084063426,1.54E+12,1.54E+12,231830
509,0.9392335,0.08414723,1.54E+12,1.54E+12,221266
510,0.9392335,0.08421274,1.54E+12,1.54E+12,220221
511,0.9392335,0.08426972,1.54E+12,1.54E+12,218497
512,0.9392335,0.08432316,1.54E+12,1.54E+12,227937
513,0.9390405,0.084243044,1.54E+12,1.54E+12,224727
514,0.9390405,0.084309,1.54E+12,1.54E+12,219795
515,0.93884885,0.084325425,1.54E+12,1.54E+12,220331
516,0.93884885,0.084399134,1.54E+12,1.54E+12,222176
517,0.93865585,0.08437,1.54E+12,1.54E+12,224100
518,0.93884885,0.08456292,1.54E+12,1.54E+12,224333
519,0.93884885,0.08463732,1.54E+12,1.54E+12,226175
520,0.93884885,0.084744915,1.54E+12,1.54E+12,227377
521,0.93846273,0.08469008,1.54E+12,1.54E+12,230773
522,0.93846273,0.08478159,1.54E+12,1.54E+12,231113
523,0.93846273,0.084870726,1.54E+12,1.54E+12,231897
524,0.93865585,0.08514146,1.54E+12,1.54E+12,228890
525,0.93846273,0.08524619,1.54E+12,1.54E+12,231093
526,0.93846273,0.0853046,1.54E+12,1.54E+12,232880
527,0.93846273,0.08539216,1.54E+12,1.54E+12,230513
528,0.93865573,0.085574254,1.54E+12,1.54E+12,236018
529,0.93865573,0.08563682,1.54E+12,1.54E+12,234365
530,0.93865573,0.08571716,1.54E+12,1.54E+12,238093
531,0.93865573,0.085861705,1.54E+12,1.54E+12,235838
532,0.93865573,0.08598049,1.54E+12,1.54E+12,236497
533,0.93865573,0.08608662,1.54E+12,1.54E+12,238669
534,0.93865573,0.0861654,1.54E+12,1.54E+12,236911
535,0.93865573,0.08632905,1.54E+12,1.54E+12,242224
536,0.93865573,0.08639623,1.54E+12,1.54E+12,246910
537,0.93865573,0.08645163,1.54E+12,1.54E+12,247713
538,0.93865573,0.08651173,1.54E+12,1.54E+12,244091
539,0.93865573,0.086656265,1.54E+12,1.54E+12,253148
540,0.93865573,0.08676742,1.54E+12,1.54E+12,257599
541,0.93865573,0.086814545,1.54E+12,1.54E+12,250395
542,0.93865573,0.08689244,1.54E+12,1.54E+12,243957
543,0.93865573,0.08697347,1.54E+12,1.54E+12,255327
544,0.93865573,0.087032005,1.54E+12,1.54E+12,251482
545,0.93865573,0.087086365,1.54E+12,1.54E+12,251645
546,0.93884885,0.087275706,1.54E+12,1.54E+12,260112
547,0.93884885,0.08732237,1.54E+12,1.54E+12,257615
548,0.93884885,0.08736737,1.54E+12,1.54E+12,259371
549,0.93884885,0.08744715,1.54E+12,1.54E+12,266735
550,0.93884885,0.08750354,1.54E+12,1.54E+12,265772
551,0.93884885,0.08755427,1.54E+12,1.54E+12,267972
552,0.93884885,0.087629475,1.54E+12,1.54E+12,262769
553,0.93884885,0.087683454,1.54E+12,1.54E+12,268052
554,0.93884885,0.08776178,1.54E+12,1.54E+12,264993
555,0.93884885,0.08791414,1.54E+12,1.54E+12,268412
556,0.93884885,0.087959595,1.54E+12,1.54E+12,268176
557,0.93884885,0.08802256,1.54E+12,1.54E+12,263065
558,0.93884885,0.08806938,1.54E+12,1.54E+12,271283
559,0.93884885,0.08813255,1.54E+12,1.54E+12,272259
560,0.93884885,0.08820458,1.54E+12,1.54E+12,263894
561,0.93884885,0.08827479,1.54E+12,1.54E+12,278662
562,0.93884885,0.088312015,1.54E+12,1.54E+12,270427
563,0.93884885,0.088356346,1.54E+12,1.54E+12,274132
564,0.93884885,0.088402465,1.54E+12,1.54E+12,273208
565,0.93884885,0.08842363,1.54E+12,1.54E+12,274727
566,0.93884885,0.088476434,1.54E+12,1.54E+12,273353
567,0.93884885,0.08852121,1.54E+12,1.54E+12,278561
568,0.93884885,0.08857318,1.54E+12,1.54E+12,278950
569,0.93884885,0.08860818,1.54E+12,1.54E+12,278311
570,0.93884885,0.08864931,1.54E+12,1.54E+12,282021
571,0.93884885,0.08869801,1.54E+12,1.54E+12,278474
572,0.93884885,0.088736355,1.54E+12,1.54E+12,276263
573,0.93884885,0.088772036,1.54E+12,1.54E+12,283654
574,0.93884885,0.08879686,1.54E+12,1.54E+12,284974
575,0.93884885,0.08883912,1.54E+12,1.54E+12,276889
576,0.93865573,0.08874639,1.54E+12,1.54E+12,283932
577,0.93865573,0.08878335,1.54E+12,1.54E+12,286149
578,0.93865573,0.088846765,1.54E+12,1.54E+12,283449
579,0.93846416,0.08875437,1.54E+12,1.54E+12,283101
580,0.93846416,0.08880584,1.54E+12,1.54E+12,281189
581,0.93846416,0.0888447,1.54E+12,1.54E+12,281799
582,0.9386574,0.08902345,1.54E+12,1.54E+12,284084
583,0.9386574,0.089061745,1.54E+12,1.54E+12,287989
584,0.9386574,0.089099035,1.54E+12,1.54E+12,283896
585,0.9386574,0.08916332,1.54E+12,1.54E+12,289474
586,0.93846434,0.08910344,1.54E+12,1.54E+12,296302
587,0.9386574,0.089277305,1.54E+12,1.54E+12,291693
588,0.9388504,0.089453235,1.54E+12,1.54E+12,287866
589,0.9388504,0.0895179,1.54E+12,1.54E+12,287209
590,0.9388504,0.089560255,1.54E+12,1.54E+12,285992
591,0.9388504,0.089622356,1.54E+12,1.54E+12,286472
592,0.9388504,0.0896639,1.54E+12,1.54E+12,291194
593,0.9388504,0.08970648,1.54E+12,1.54E+12,290210
594,0.9388504,0.0897512,1.54E+12,1.54E+12,285894
595,0.9388504,0.089816615,1.54E+12,1.54E+12,284398
596,0.9388504,0.08988595,1.54E+12,1.54E+12,287081
597,0.9388504,0.08993527,1.54E+12,1.54E+12,292881
598,0.9388504,0.09000039,1.54E+12,1.54E+12,286882
599,0.9388504,0.09004758,1.54E+12,1.54E+12,297834
600,0.9388504,0.09009209,1.54E+12,1.54E+12,281771
601,0.9388504,0.090134956,1.54E+12,1.54E+12,292285
602,0.9388504,0.09049974,1.54E+12,1.54E+12,297022
603,0.9386574,0.09044354,1.54E+12,1.54E+12,290397
604,0.9388504,0.09123051,1.54E+12,1.54E+12,296506
605,0.9388504,0.09129529,1.54E+12,1.54E+12,292349
606,0.9388504,0.0913402,1.54E+12,1.54E+12,303412
607,0.9388504,0.091378674,1.54E+12,1.54E+12,291601
608,0.9390419,0.09189981,1.54E+12,1.54E+12,295894
609,0.93923503,0.09281727,1.54E+12,1.54E+12,301323
610,0.93923503,0.09287178,1.54E+12,1.54E+12,306441
611,0.9390419,0.09281171,1.54E+12,1.54E+12,307351
612,0.9390419,0.09290679,1.54E+12,1.54E+12,308784
613,0.9390419,0.09294219,1.54E+12,1.54E+12,303544
614,0.9390419,0.092991985,1.54E+12,1.54E+12,303739
615,0.9390419,0.0934871,1.54E+12,1.54E+12,317418
616,0.93884885,0.09360936,1.54E+12,1.54E+12,315695
617,0.93884885,0.09364132,1.54E+12,1.54E+12,316525
618,0.93884885,0.09368805,1.54E+12,1.54E+12,314115
619,0.9390419,0.093854584,1.54E+12,1.54E+12,316116
620,0.9390419,0.09421726,1.54E+12,1.54E+12,319398
621,0.9390419,0.09426282,1.54E+12,1.54E+12,321052
622,0.9390419,0.09429374,1.54E+12,1.54E+12,321311
623,0.9390419,0.09436243,1.54E+12,1.54E+12,319653
624,0.9390419,0.09446694,1.54E+12,1.54E+12,311371
625,0.93884885,0.09456938,1.54E+12,1.54E+12,327141
626,0.93884885,0.09462901,1.54E+12,1.54E+12,320303
627,0.9390419,0.09483275,1.54E+12,1.54E+12,323178
628,0.9390419,0.09494993,1.54E+12,1.54E+12,327414
629,0.9390419,0.09501242,1.54E+12,1.54E+12,328724
630,0.9390419,0.09504342,1.54E+12,1.54E+12,322975
631,0.93923503,0.0952462,1.54E+12,1.54E+12,324898
632,0.9390419,0.095164545,1.54E+12,1.54E+12,331096
633,0.9390419,0.09518982,1.54E+12,1.54E+12,329119
634,0.9390419,0.09522274,1.54E+12,1.54E+12,333110
635,0.9390419,0.09525256,1.54E+12,1.54E+12,336531
636,0.9390419,0.09644983,1.54E+12,1.54E+12,337458
637,0.9390419,0.0964788,1.54E+12,1.54E+12,342662
638,0.9390419,0.09650429,1.54E+12,1.54E+12,339226
639,0.9390419,0.096564576,1.54E+12,1.54E+12,333410
640,0.9390419,0.096589796,1.54E+12,1.54E+12,341461
641,0.9394266,0.09688373,1.54E+12,1.54E+12,337695
642,0.9392335,0.09677696,1.54E+12,1.54E+12,336368
643,0.9392335,0.096836284,1.54E+12,1.54E+12,338910
644,0.9392335,0.09686332,1.54E+12,1.54E+12,341741
645,0.9392335,0.09801448,1.54E+12,1.54E+12,337094
646,0.9392335,0.09804277,1.54E+12,1.54E+12,344576
647,0.93961966,0.098369986,1.54E+12,1.54E+12,349289
648,0.93942803,0.098362766,1.54E+12,1.54E+12,345210
649,0.93961966,0.09857695,1.54E+12,1.54E+12,341782
650,0.93942803,0.09847106,1.54E+12,1.54E+12,342341
651,0.9396211,0.09957903,1.54E+12,1.54E+12,342708
652,0.939428,0.099502884,1.54E+12,1.54E+12,348398
653,0.939428,0.09952463,1.54E+12,1.54E+12,345232
654,0.9392349,0.10174149,1.54E+12,1.54E+12,353465
655,0.9392349,0.101800404,1.54E+12,1.54E+12,346635
656,0.9392349,0.10293859,1.54E+12,1.54E+12,358787
657,0.9392349,0.10296819,1.54E+12,1.54E+12,349712
658,0.9392349,0.103035234,1.54E+12,1.54E+12,353445
659,0.9392349,0.10408042,1.54E+12,1.54E+12,348930
660,0.9390419,0.10404078,1.54E+12,1.54E+12,362673
661,0.9390419,0.104110375,1.54E+12,1.54E+12,361196
662,0.9390419,0.10421975,1.54E+12,1.54E+12,363954
663,0.9390419,0.10521637,1.54E+12,1.54E+12,363366
664,0.93865585,0.1061599,1.54E+12,1.54E+12,366800
665,0.93884885,0.10633278,1.54E+12,1.54E+12,367878
666,0.93884885,0.106363155,1.54E+12,1.54E+12,365100
667,0.93884885,0.10639427,1.54E+12,1.54E+12,366056
668,0.93884885,0.10642256,1.54E+12,1.54E+12,366912
669,0.93884885,0.10649713,1.54E+12,1.54E+12,373976
670,0.93884885,0.1065259,1.54E+12,1.54E+12,368071
671,0.93884885,0.10749908,1.54E+12,1.54E+12,368945
672,0.93884885,0.10753113,1.54E+12,1.54E+12,370607
673,0.93884885,0.10756346,1.54E+12,1.54E+12,378029
674,0.93884885,0.10759666,1.54E+12,1.54E+12,368071
675,0.93884885,0.10763387,1.54E+12,1.54E+12,372649
676,0.93884885,0.10766347,1.54E+12,1.54E+12,371116
677,0.93884885,0.10769393,1.54E+12,1.54E+12,377120
678,0.93884885,0.107725345,1.54E+12,1.54E+12,374049
679,0.93884885,0.10776691,1.54E+12,1.54E+12,374681
680,0.93884885,0.10779913,1.54E+12,1.54E+12,371491
681,0.93884885,0.107832894,1.54E+12,1.54E+12,371370
682,0.93884885,0.107867576,1.54E+12,1.54E+12,377423
683,0.93884885,0.10791335,1.54E+12,1.54E+12,375372
684,0.93884885,0.107964054,1.54E+12,1.54E+12,379250
685,0.93884885,0.107994735,1.54E+12,1.54E+12,382561
686,0.93884885,0.10802957,1.54E+12,1.54E+12,372080
687,0.93884885,0.108063005,1.54E+12,1.54E+12,371541
688,0.93884885,0.10812863,1.54E+12,1.54E+12,374664
689,0.93884885,0.10818268,1.54E+12,1.54E+12,383814
690,0.93884885,0.10821468,1.54E+12,1.54E+12,384619
691,0.93884885,0.10826014,1.54E+12,1.54E+12,383730
692,0.93884885,0.10827766,1.54E+12,1.54E+12,388516
693,0.93884885,0.10830655,1.54E+12,1.54E+12,383628
694,0.93884885,0.10833007,1.54E+12,1.54E+12,383241
695,0.93884885,0.108361304,1.54E+12,1.54E+12,382130
696,0.93865585,0.10833989,1.54E+12,1.54E+12,385322
697,0.93865585,0.10837172,1.54E+12,1.54E+12,384207
698,0.93865585,0.10840236,1.54E+12,1.54E+12,380008
699,0.93865585,0.1084763,1.54E+12,1.54E+12,384618
700,0.93865585,0.10851604,1.54E+12,1.54E+12,381209
701,0.93865585,0.10869451,1.54E+12,1.54E+12,381290
702,0.93865585,0.108782455,1.54E+12,1.54E+12,390847
703,0.93865585,0.10885942,1.54E+12,1.54E+12,386574
704,0.93865585,0.10890313,1.54E+12,1.54E+12,392307
705,0.93865585,0.10902786,1.54E+12,1.54E+12,389935
706,0.93865585,0.10908457,1.54E+12,1.54E+12,392921
707,0.93865585,0.10923066,1.54E+12,1.54E+12,395381
708,0.93865585,0.10925895,1.54E+12,1.54E+12,387257
709,0.93865585,0.10933099,1.54E+12,1.54E+12,386103
710,0.93865585,0.10937281,1.54E+12,1.54E+12,388044
711,0.93865585,0.10944073,1.54E+12,1.54E+12,394066
712,0.93865585,0.10948803,1.54E+12,1.54E+12,384669
713,0.93865585,0.10958562,1.54E+12,1.54E+12,401222
714,0.93865585,0.10961564,1.54E+12,1.54E+12,406078
715,0.93865585,0.1096885,1.54E+12,1.54E+12,405545
716,0.93865585,0.10975722,1.54E+12,1.54E+12,394032
717,0.93865585,0.10983757,1.54E+12,1.54E+12,404921
718,0.93865585,0.10986879,1.54E+12,1.54E+12,406867
719,0.93865585,0.10990919,1.54E+12,1.54E+12,405399
720,0.93865585,0.10998031,1.54E+12,1.54E+12,410429
721,0.93865585,0.11003478,1.54E+12,1.54E+12,403665
722,0.93865585,0.11006763,1.54E+12,1.54E+12,412977
723,0.93865585,0.11012874,1.54E+12,1.54E+12,413961
724,0.93865585,0.11018042,1.54E+12,1.54E+12,410101
725,0.93865585,0.11021079,1.54E+12,1.54E+12,409101
726,0.93865585,0.11025126,1.54E+12,1.54E+12,399837
727,0.93865585,0.110282525,1.54E+12,1.54E+12,412117
728,0.93865585,0.11031473,1.54E+12,1.54E+12,403164
729,0.93865585,0.110346116,1.54E+12,1.54E+12,409230
730,0.938849,0.11052046,1.54E+12,1.54E+12,408073
731,0.938849,0.11053554,1.54E+12,1.54E+12,415156
732,0.938849,0.11056559,1.54E+12,1.54E+12,411604
733,0.938849,0.110595,1.54E+12,1.54E+12,402523
734,0.938849,0.11061561,1.54E+12,1.54E+12,411054
735,0.939042,0.1107641,1.54E+12,1.54E+12,413930
736,0.93923503,0.11092951,1.54E+12,1.54E+12,414011
737,0.93923503,0.11096146,1.54E+12,1.54E+12,420336
738,0.93923503,0.11098377,1.54E+12,1.54E+12,415491
739,0.93923503,0.11101649,1.54E+12,1.54E+12,421210
740,0.93923503,0.11104028,1.54E+12,1.54E+12,420638
741,0.93923503,0.111071564,1.54E+12,1.54E+12,414060
742,0.93923503,0.11109587,1.54E+12,1.54E+12,420921
743,0.93923503,0.111127496,1.54E+12,1.54E+12,416492
744,0.93923503,0.11116068,1.54E+12,1.54E+12,421727
745,0.93923503,0.11119421,1.54E+12,1.54E+12,420320
746,0.93923503,0.11123811,1.54E+12,1.54E+12,424696
747,0.93923503,0.11127089,1.54E+12,1.54E+12,424055
748,0.93923503,0.11130126,1.54E+12,1.54E+12,425743
749,0.93923503,0.11133297,1.54E+12,1.54E+12,414164
750,0.93923503,0.111365415,1.54E+12,1.54E+12,422899
751,0.93923503,0.11139859,1.54E+12,1.54E+12,420321
752,0.93923503,0.111548826,1.54E+12,1.54E+12,428451
753,0.93923503,0.11157944,1.54E+12,1.54E+12,426834
754,0.93923503,0.111611746,1.54E+12,1.54E+12,421491
755,0.93923503,0.111641146,1.54E+12,1.54E+12,425127
756,0.93942803,0.11180925,1.54E+12,1.54E+12,426197
757,0.93942803,0.111955404,1.54E+12,1.54E+12,432059
758,0.93942803,0.11198731,1.54E+12,1.54E+12,428986
759,0.93942803,0.11201797,1.54E+12,1.54E+12,430889
760,0.93942803,0.11216962,1.54E+12,1.54E+12,431227
761,0.93942803,0.11225579,1.54E+12,1.54E+12,435032
762,0.93923503,0.11215384,1.54E+12,1.54E+12,434626
763,0.93923503,0.1124334,1.54E+12,1.54E+12,438915
764,0.93923503,0.112464406,1.54E+12,1.54E+12,440837
765,0.93923503,0.112641335,1.54E+12,1.54E+12,442168
766,0.93923503,0.112822674,1.54E+12,1.54E+12,438428
767,0.93923503,0.112976864,1.54E+12,1.54E+12,443118
768,0.93923503,0.113010645,1.54E+12,1.54E+12,448039
769,0.93942803,0.11317903,1.54E+12,1.54E+12,445963
770,0.93942803,0.11332202,1.54E+12,1.54E+12,448866
771,0.93942803,0.11335702,1.54E+12,1.54E+12,444432
772,0.93942803,0.1133938,1.54E+12,1.54E+12,448993
773,0.93942803,0.113439284,1.54E+12,1.54E+12,447367
774,0.93942803,0.11347747,1.54E+12,1.54E+12,447181
775,0.93923503,0.11338641,1.54E+12,1.54E+12,453228
776,0.93923503,0.11352426,1.54E+12,1.54E+12,453385
777,0.93923503,0.11355992,1.54E+12,1.54E+12,449336
778,0.93923503,0.113772,1.54E+12,1.54E+12,453544
779,0.93923503,0.11393182,1.54E+12,1.54E+12,452597
780,0.93923503,0.11395855,1.54E+12,1.54E+12,451901
781,0.93923503,0.114000425,1.54E+12,1.54E+12,454148
782,0.93923503,0.11409178,1.54E+12,1.54E+12,457324
783,0.93884885,0.11394416,1.54E+12,1.54E+12,466680
784,0.93884885,0.11419141,1.54E+12,1.54E+12,459282
785,0.93884885,0.11422489,1.54E+12,1.54E+12,466329
786,0.93884885,0.11431374,1.54E+12,1.54E+12,465476
787,0.93884885,0.11436765,1.54E+12,1.54E+12,479605
788,0.93884885,0.11446842,1.54E+12,1.54E+12,475961
789,0.93884885,0.11455737,1.54E+12,1.54E+12,482978
790,0.93884885,0.11465212,1.54E+12,1.54E+12,476914
791,0.93884885,0.11472309,1.54E+12,1.54E+12,491642
792,0.93884885,0.114941254,1.54E+12,1.54E+12,487360
793,0.93884885,0.11506166,1.54E+12,1.54E+12,484667
794,0.93884885,0.11509452,1.54E+12,1.54E+12,493120
795,0.93884885,0.11512585,1.54E+12,1.54E+12,488497
796,0.93884885,0.11518226,1.54E+12,1.54E+12,482401
797,0.93884885,0.115284406,1.54E+12,1.54E+12,487603
798,0.93865585,0.11518353,1.54E+12,1.54E+12,495902
799,0.93865585,0.11520151,1.54E+12,1.54E+12,486821
800,0.93865585,0.11522919,1.54E+12,1.54E+12,483388
801,0.93865585,0.115265466,1.54E+12,1.54E+12,489942
802,0.93865585,0.11529263,1.54E+12,1.54E+12,492981
803,0.93865585,0.11531426,1.54E+12,1.54E+12,495194
804,0.93865585,0.11536354,1.54E+12,1.54E+12,493666
805,0.93865585,0.115388915,1.54E+12,1.54E+12,490138
806,0.93865585,0.115413845,1.54E+12,1.54E+12,495975
807,0.93865585,0.115440704,1.54E+12,1.54E+12,501549
808,0.93846285,0.11562775,1.54E+12,1.54E+12,496284
809,0.93846285,0.11565564,1.54E+12,1.54E+12,505293
810,0.93846285,0.11570515,1.54E+12,1.54E+12,497350
811,0.93846285,0.1157336,1.54E+12,1.54E+12,502227
812,0.93865585,0.11589204,1.54E+12,1.54E+12,502341
813,0.93865585,0.11622129,1.54E+12,1.54E+12,502820
814,0.93865585,0.116249815,1.54E+12,1.54E+12,494610
815,0.93865585,0.11627744,1.54E+12,1.54E+12,502802
816,0.93865585,0.11630384,1.54E+12,1.54E+12,499303
817,0.93865585,0.11632935,1.54E+12,1.54E+12,507604
818,0.93884885,0.1167891,1.54E+12,1.54E+12,511119
819,0.93942815,0.1174942,1.54E+12,1.54E+12,509213
820,0.93942815,0.11781055,1.54E+12,1.54E+12,513321
821,0.93942815,0.11783464,1.54E+12,1.54E+12,517834
822,0.93942815,0.11818757,1.54E+12,1.54E+12,522111
823,0.93942815,0.118213415,1.54E+12,1.54E+12,521166
824,0.9398128,0.11908803,1.54E+12,1.54E+12,518322
825,0.9400058,0.11952652,1.54E+12,1.54E+12,535245
826,0.9400058,0.11955138,1.54E+12,1.54E+12,528076
827,0.9401988,0.11998065,1.54E+12,1.54E+12,530937
828,0.94039184,0.120211326,1.54E+12,1.54E+12,536222
829,0.94039184,0.12023546,1.54E+12,1.54E+12,540290
830,0.94039184,0.12025986,1.54E+12,1.54E+12,524294
831,0.94039184,0.12035427,1.54E+12,1.54E+12,499961
832,0.94039184,0.12037941,1.54E+12,1.54E+12,472043
833,0.94039184,0.12040366,1.54E+12,1.54E+12,467578
834,0.94039184,0.120428324,1.54E+12,1.54E+12,471173
835,0.94039184,0.120501414,1.54E+12,1.54E+12,475428
836,0.94039184,0.12051611,1.54E+12,1.54E+12,472448
837,0.94039184,0.120533206,1.54E+12,1.54E+12,469820
838,0.94039184,0.120605625,1.54E+12,1.54E+12,474713
839,0.9405834,0.12078246,1.54E+12,1.54E+12,472806
840,0.9405834,0.120786466,1.54E+12,1.54E+12,477586
841,0.9405834,0.12089942,1.54E+12,1.54E+12,471232
842,0.9407765,0.1212434,1.54E+12,1.54E+12,484412
843,0.9409696,0.12142541,1.54E+12,1.54E+12,484807
844,0.9409696,0.121452905,1.54E+12,1.54E+12,487349
845,0.9409696,0.121479616,1.54E+12,1.54E+12,478950
846,0.9409696,0.121521935,1.54E+12,1.54E+12,483776
847,0.9409696,0.121558666,1.54E+12,1.54E+12,480535
848,0.9409696,0.12158461,1.54E+12,1.54E+12,481624
849,0.9409696,0.121611096,1.54E+12,1.54E+12,482368
850,0.9409696,0.12177906,1.54E+12,1.54E+12,480885
851,0.9409696,0.12180506,1.54E+12,1.54E+12,488376
852,0.9409696,0.121844605,1.54E+12,1.54E+12,485932
853,0.9409696,0.12195686,1.54E+12,1.54E+12,494720
854,0.9409696,0.12204148,1.54E+12,1.54E+12,485105
855,0.9409696,0.12213627,1.54E+12,1.54E+12,489633
856,0.9409696,0.122225285,1.54E+12,1.54E+12,490565
857,0.9409696,0.12227161,1.54E+12,1.54E+12,493064
858,0.9409696,0.12229471,1.54E+12,1.54E+12,489873
859,0.9409696,0.12232165,1.54E+12,1.54E+12,490162
860,0.9409696,0.12234743,1.54E+12,1.54E+12,492667
861,0.9409696,0.12241173,1.54E+12,1.54E+12,493352
862,0.9409696,0.12243773,1.54E+12,1.54E+12,493441
863,0.9409696,0.12254361,1.54E+12,1.54E+12,492633
864,0.9409696,0.122568905,1.54E+12,1.54E+12,503250
865,0.9409696,0.122595645,1.54E+12,1.54E+12,495651
866,0.9409696,0.12266924,1.54E+12,1.54E+12,502634
867,0.9411626,0.12284601,1.54E+12,1.54E+12,511092
868,0.9411626,0.122871876,1.54E+12,1.54E+12,505449
869,0.9411626,0.12289746,1.54E+12,1.54E+12,495879
870,0.9411626,0.12292244,1.54E+12,1.54E+12,495403
871,0.9411626,0.122948825,1.54E+12,1.54E+12,497334
872,0.9411626,0.123022124,1.54E+12,1.54E+12,496093
873,0.9411626,0.123067416,1.54E+12,1.54E+12,495412
874,0.9411626,0.12310831,1.54E+12,1.54E+12,500231
875,0.9411626,0.12313336,1.54E+12,1.54E+12,507891
876,0.9411626,0.12323169,1.54E+12,1.54E+12,500767
877,0.9411626,0.12325585,1.54E+12,1.54E+12,504087
